gene_name	mean_length	median_length	max_length
EIF4ENIF1	1645.4615384615386	718.0	3695
AL096701.3	1077.6666666666667	615.0	2118
RNU6-28P	107.0	107.0	107
SFI1	1640.4137931034484	719.0	5250
AL096701.4	873.0	873.0	873
H2AZP6	394.0	394.0	394
AL096701.2	238.0	238.0	238
AL096701.1	457.0	457.0	457
PISD	1540.3529411764705	1723.0	2669
MIR7109	65.0	65.0	65
PRR14L	2964.5714285714284	1849.0	10827
DEPDC5	3139.796875	2495.0	6554
Z82190.2	1914.0	1914.0	1914
RN7SL20P	297.0	297.0	297
AL022331.1	477.0	477.0	477
RNU6-201P	61.0	61.0	61
Z82190.1	490.0	490.0	490
Z82248.1	800.0	800.0	800
C22orf24	1342.0	1094.0	2272
YWHAH	1225.1666666666667	1278.5	1879
AL008719.1	473.0	473.0	473
LINC02558	724.0	584.0	1290
RN7SL305P	281.0	281.0	281
Z74021.1	407.0	407.0	407
SLC5A1	2738.25	2776.5	4832
AP1B1P1	509.0	509.0	827
Z83839.1	630.0	630.0	630
AP1B1P2	106.0	106.0	106
Z83839.2	274.0	274.0	274
C22orf42	1298.3333333333333	1378.0	1909
AL008723.1	562.0	562.0	562
AL008723.3	88.0	88.0	88
RFPL2	1567.8333333333333	1459.5	2407
IGLCOR22-1	316.0	316.0	316
SLC5A4-AS1	5736.5	5736.5	6415
SLC5A4	2030.0	2030.0	2030
CPSF1P1	3730.0	3730.0	3730
AL008723.2	449.0	449.0	449
AL021937.3	425.0	425.0	489
RFPL3	1351.0	1351.0	1488
IGLCOR22-2	313.0	313.0	313
RFPL3S	1423.1818181818182	1242.0	4520
AL021937.6	88.0	88.0	88
AL021937.5	71.0	71.0	71
AL021937.1	1558.0	1558.0	1558
IGLVIVOR22-2	330.0	330.0	330
AL021937.4	444.0	444.0	444
AL021937.2	201.0	201.0	201
RTCB	851.3333333333334	611.0	2019
BPIFC	1584.5	1894.5	2091
FBXO7	1990.7777777777778	1888.0	6884
SYN3	1219.6923076923076	632.0	7867
Z82246.1	457.0	457.0	457
RNA5SP497	97.0	97.0	97
Z73495.1	147.0	147.0	147
TIMP3	4603.0	4603.0	4603
Z83846.1	265.0	265.0	265
LINC01640	993.5	880.0	1664
Z82198.1	437.0	437.0	437
Z82198.3	199.0	199.0	199
LARGE1	1629.5	588.5	5368
Z82198.2	567.0	567.0	567
Z82173.1	484.0	484.0	484
MIR4764	88.0	88.0	88
Z69713.1	137.0	137.0	137
SNORA50B	135.0	135.0	135
LARGE-IT1	558.0	558.0	558
LARGE-AS1	1264.7	1148.0	2618
Z73429.1	345.0	345.0	345
LINC01643	1143.1290322580646	1158.0	1618
Z68323.1	2059.3333333333335	1073.0	4586
AL021877.1	2194.0	2194.0	2194
AL021877.2	10684.0	10684.0	10684
Z82196.1	768.0	768.0	768
Z82196.2	549.0	549.0	549
AL024495.1	1700.5	1700.5	2729
ISX	3228.5	3228.5	3384
LINC01399	446.0	446.0	648
Z99755.2	364.0	364.0	364
Z99755.1	380.0	380.0	380
RNU7-167P	62.0	62.0	62
HMGXB4	1709.0	1062.0	4216
AL008635.1	385.0	385.0	385
TOM1	1335.7368421052631	852.0	2622
MIR3909	119.0	119.0	119
MIR6069	79.0	79.0	79
Z82244.2	448.0	448.0	448
Z82244.1	840.0	840.0	840
HMOX1	906.0	751.5	1554
MCM5	1436.5	572.0	4599
AL022334.1	1726.0	1726.0	1726
AL022334.2	484.0	484.0	484
RASD2	3447.0	3447.0	3447
MB	769.5	615.0	1170
AL049747.1	852.0	852.0	852
APOL6	10065.0	10065.0	10065
AL049748.1	601.0	601.0	601
MRPS16P3	374.0	374.0	374
APOL5	1438.0	1438.0	1438
RBFOX2	2121.1428571428573	1381.5	7224
NDUFA9P1	1135.0	1135.0	1135
Z82217.1	8149.0	8149.0	8149
Z95114.4	3578.0	3578.0	3578
Z95114.1	14574.0	14574.0	14574
Z95114.2	2205.0	2205.0	2205
Z95114.3	1921.0	1921.0	1921
APOL3	1267.095238095238	576.0	3626
MTCO1P20	358.0	358.0	358
MTCO2P20	673.0	673.0	673
MTATP6P20	562.0	562.0	562
MTCO3P20	688.0	688.0	688
MTCYBP34	670.0	670.0	670
MTND1P10	832.0	832.0	832
APOL4	1425.75	844.5	3423
APOL2	1110.111111111111	583.0	2685
APOL1	1430.3333333333333	612.0	3000
MYH9	1207.7272727272727	572.0	7554
MIR6819	61.0	61.0	61
Z82215.1	1001.0	1001.0	1001
FO393418.1	510.0	510.0	510
RPS15AP38	372.0	372.0	372
BX470187.1	91.0	91.0	91
AL022313.2	372.0	372.0	372
TXN2	966.8	912.0	1336
FOXRED2	2828.0	2489.0	4967
EIF3D	917.9166666666666	746.5	1880
AL022313.1	444.0	444.0	444
AL022313.3	405.0	405.0	405
AL022313.4	2046.0	2046.0	2046
CACNG2	1612.0	1612.0	2384
AL049749.1	632.0	632.0	632
Z80897.2	732.0	732.0	732
IFT27	1206.8333333333333	778.5	6475
Z80897.1	2118.0	2118.0	2118
PVALB	522.5	540.0	595
Z82185.1	549.0	549.0	549
NCF4-AS1	753.0	753.0	995
NCF4	1259.0	1314.0	1643
CSF2RB	3201.0	3491.0	4853
CSF2RBP1	391.0	391.0	391
Z82180.1	992.0	992.0	992
TEX33	917.5	1022.0	1149
TST	1119.5	1115.0	1797
Z73420.1	95.0	95.0	95
MPST	1956.0	1399.0	5872
Z73420.2	1158.0	1158.0	1158
KCTD17	1038.0	808.0	1763
RN7SKP214	315.0	315.0	315
TMPRSS6	2225.285714285714	3125.0	3331
AL022314.1	464.0	464.0	464
IL2RB	1088.5714285714287	587.0	4034
Z82188.2	630.0	630.0	630
C1QTNF6	2140.1428571428573	1647.0	5003
SSTR3	3018.5	3018.5	4256
Z82188.1	154.0	154.0	154
RAC2	816.1428571428571	752.0	1472
CYTH4	1161.090909090909	652.0	3667
FP325335.1	1273.5	1273.5	1970
Z94160.1	1673.5	1673.5	1965
ELFN2	2771.0	558.0	8370
Z94160.2	910.0	910.0	910
MFNG	929.6	629.5	2073
CARD10	1983.7	2025.0	4113
AL022315.1	498.0	498.0	498
CDC42EP1	1005.0	654.0	2148
LGALS2	501.0	501.0	596
AL022315.2	254.0	254.0	254
GGA1	1091.2173913043478	639.0	3205
SH3BP1	1454.2	1055.5	2858
Z83844.3	3123.0	3123.0	3123
Z83844.2	1945.0	1945.0	1945
PDXP	1791.5	1791.5	2012
RN7SL385P	276.0	276.0	276
LGALS1	435.14285714285717	516.0	637
NOL12	1093.857142857143	903.0	2830
Z83844.1	4904.0	4904.0	4904
TRIOBP	2778.5454545454545	939.0	10085
H1-0	2344.0	2344.0	2344
GCAT	873.2857142857143	583.0	1656
GALR3	1147.0	1147.0	1147
ANKRD54	1029.0833333333333	809.5	2403
MIR658	100.0	100.0	100
MIR659	97.0	97.0	97
EIF3L	1294.8	787.0	3220
AL022311.1	19416.0	19416.0	19416
RNU6-900P	102.0	102.0	102
MICALL1	1855.1666666666667	1013.0	4710
C22orf23	1227.5	1162.5	1942
AL031587.5	1849.0	1849.0	1849
AL031587.3	814.0	814.0	814
POLR2F	859.0666666666667	584.0	2070
MIR6820	62.0	62.0	62
SOX10	1342.5714285714287	1076.0	2885
MIR4534	60.0	60.0	60
AL031587.1	1055.0	1055.0	1055
AL031587.4	691.0	691.0	691
PICK1	952.8666666666667	590.0	2531
AL031587.2	414.0	414.0	414
SLC16A8	1093.6666666666667	726.0	1878
BAIAP2L2	1655.0	2065.0	2149
AL022322.1	1433.0	1433.0	1433
PLA2G6	1522.051282051282	781.0	3299
AL022322.2	20397.0	20397.0	20397
MAFF	2033.375	2345.0	3284
TMEM184B	1682.0	586.0	4792
AL020993.1	297.0	297.0	297
RN7SL704P	274.0	274.0	274
AL020993.2	262.0	262.0	262
CSNK1E	1385.7333333333333	996.0	3162
TPTEP2-CSNK1E	1770.0	1770.0	1770
TPTEP2	682.8	651.5	974
Z98749.1	541.0	541.0	541
Z97056.2	881.0	881.0	881
Z97056.1	556.0	556.0	556
KCNJ4	2065.0	2065.0	2065
Z97056.3	620.0	620.0	620
KDELR3	1198.3333333333333	970.0	1694
DDX17	2224.3333333333335	1603.5	6441
DMC1	1228.7142857142858	1096.0	2269
RPS29P31	164.0	164.0	164
FAM227A	2708.0	642.0	10396
CBY1	758.7272727272727	615.0	1269
AL021707.4	410.0	410.0	410
AL021707.2	1173.0	1180.0	1737
AL021707.9	485.0	485.0	485
TOMM22	1406.5	1406.5	2031
JOSD1	883.8	550.0	3648
GTPBP1	1127.8461538461538	582.0	4905
PRDX3P1	763.0	763.0	763
SUN2	1199.5	683.5	4055
AL021707.5	461.0	461.0	461
AL021707.3	527.0	527.0	527
AL021707.8	183.0	183.0	183
AL021707.1	500.0	500.0	500
AL021707.6	491.0	491.0	491
AL021707.7	416.0	416.0	416
DNAL4	926.25	800.0	1474
NPTXR	3666.5	3666.5	5830
CBX6	3818.6666666666665	3191.0	6052
AL022318.5	2919.0	2919.0	2919
AL022318.1	678.0	678.0	678
APOBEC3A	969.8	1103.0	1478
APOBEC3B	1518.75	1474.5	1844
APOBEC3B-AS1	691.0	691.0	691
APOBEC3C	1850.0	1850.0	2644
AL022318.4	2121.0	2121.0	2121
APOBEC3D	1689.0	1961.0	2515
APOBEC3F	1603.0	673.0	4496
AL022318.2	258.0	258.0	258
APOBEC3G	1416.4285714285713	1081.0	2775
AL031846.1	453.0	453.0	592
APOBEC3H	740.2857142857143	730.0	1046
CBX7	1441.7142857142858	734.0	4111
COX5BP7	274.0	274.0	274
AL031846.2	3671.0	3671.0	3671
FUNDC2P4	421.0	421.0	421
PDGFB	1490.75	840.5	3728
AL031590.1	2319.3333333333335	2474.0	2747
AL022326.1	1311.5	1311.5	1778
RPL3	876.5	739.0	2108
SNORD83B	93.0	93.0	93
SNORD83A	95.0	95.0	95
SNORD43	64.0	64.0	64
SYNGR1	1575.2857142857142	1295.0	4383
AL022326.2	406.0	406.0	406
TAB1	1083.2857142857142	574.0	3198
MGAT3	2171.6666666666665	569.0	5394
MGAT3-AS1	498.0	498.0	498
MIEF1	1587.0714285714287	646.0	5688
AL022312.1	213.0	213.0	213
ATF4	1782.6666666666667	1910.0	2019
RPS19BP1	1141.6666666666667	856.5	2801
CACNA1I	6550.8	6740.0	10002
ENTHD1	1567.0	1567.0	2680
AL022319.1	1167.0	1167.0	1167
RN7SKP210	261.0	261.0	261
UQCRFS1P1	820.0	820.0	820
GRAP2	1306.5714285714287	764.0	3891
Z82206.1	1322.0	1322.0	1322
FAM83F	6013.0	1917.0	15561
Z83847.1	1463.0	1463.0	1463
TNRC6B	6934.777777777777	3444.0	18280
RPL7P52	742.0	742.0	742
ADSL	1120.3478260869565	826.0	4359
AL022238.4	4563.0	4563.0	4563
SGSM3	1428.4615384615386	951.0	4218
AL022238.2	574.0	632.0	658
MRTFA	2307.6315789473683	1842.0	4522
AL022238.3	443.0	443.0	443
AL022238.1	355.0	355.0	355
MRTFA-AS1	1932.0	1932.0	1932
COX6B1P3	260.0	260.0	260
RPL4P6	1304.0	1304.0	1304
GAPDHP37	968.0	968.0	968
MCHR1	1477.75	1243.0	2851
SLC25A17	1171.7058823529412	749.0	2530
Z98048.1	491.0	491.0	491
JTBP1	247.0	247.0	247
MIR4766	76.0	76.0	76
ST13	1021.4285714285714	630.0	3212
XPNPEP3	2265.1666666666665	1052.0	7938
DNAJB7	2565.0	2565.0	2565
AL035450.1	271.0	271.0	271
RNU6-379P	104.0	104.0	104
RBX1	1204.6666666666667	1169.0	1871
AL080243.3	95.0	95.0	95
AL080243.4	582.0	582.0	582
AL080243.1	93.0	93.0	93
AL080243.2	1060.0	1060.0	1060
MIR1281	54.0	54.0	54
EP300	1913.9166666666667	520.0	8779
RNU6-375P	100.0	100.0	100
AL035658.1	357.0	357.0	357
EP300-AS1	457.0	457.0	457
LRRC37A14P	462.0	462.0	462
L3MBTL2	2325.0	2432.0	5875
L3MBTL2-AS1	2253.0	1959.5	4313
CHADL	1845.3333333333333	2248.0	2530
RANGAP1	1958.4285714285713	946.0	4222
MIR6889	59.0	59.0	59
ZC3H7B	5584.0	5584.0	5906
TEF	3106.0	4381.0	4386
RNU6-495P	107.0	107.0	107
AL008582.1	442.0	442.0	442
TOB2	2557.0	2557.0	4337
PHF5A	616.3333333333334	504.0	1053
ACO2	1227.0	699.0	2811
POLR3H	1859.6666666666667	1464.0	4468
AL023553.1	365.0	365.0	365
CSDC2	1625.5	1625.5	2530
PMM1	1290.2222222222222	1242.0	2538
DESI1	1429.25	769.5	3780
XRCC6	1778.25	2077.0	2709
Z83840.1	102.0	102.0	102
SNU13	858.0833333333334	832.5	1458
Z83840.2	381.0	381.0	381
RNU6-476P	107.0	107.0	107
C22orf46	4395.5	4871.0	5014
MEI1	1244.8125	687.5	4558
HMGN2P10	265.0	265.0	265
RNU6ATAC22P	89.0	89.0	89
AL023879.1	102.0	102.0	102
CCDC134	897.5	897.5	1270
SREBF2-AS1	2989.0	2989.0	2989
SREBF2	2602.8888888888887	796.0	5699
MIR33A	69.0	69.0	69
SHISA8	945.5	945.5	1405
TNFRSF13C	3944.0	3944.0	3944
MIR378I	76.0	76.0	76
CENPM	735.5	753.5	1002
LINC00634	917.5	917.5	1510
SEPTIN3	2363.0	1896.0	4649
Z99716.1	515.0	515.0	515
WBP2NL	1286.2	1155.0	3403
SLC25A5P1	929.0	929.0	960
NAGA	2473.6666666666665	1869.0	3696
Z99716.2	540.0	540.0	540
PHETA2	1436.0	1436.0	2335
SNORD13P1	104.0	104.0	104
SMDT1	903.0	591.0	1562
NDUFA6	910.0	1072.0	1183
AL021878.2	399.0	399.0	399
NDUFA6-DT	824.1875	685.0	2950
OLA1P1	1189.0	1189.0	1189
CYP2D6	1635.8	1588.0	2257
AC254562.1	456.0	456.0	456
AC254562.2	667.0	667.0	667
AC254562.3	631.0	631.0	631
CYP2D7	1484.0	1504.0	3531
CYP2D8P	1490.0	1490.0	1490
TCF20	3834.5	3647.5	7410
OGFRP1	2853.8	2421.0	5923
LINC01315	847.4	780.0	1277
NFAM1	3142.0	3142.0	5613
AL022316.1	572.0	572.0	572
SERHL	1385.4	1346.0	2443
RRP7A	2228.6666666666665	687.0	5419
SERHL2	1194.1	1326.0	2096
RRP7BP	1609.4	1778.0	2375
RN7SKP80	283.0	283.0	283
RNU6-513P	104.0	104.0	104
POLDIP3	2052.4444444444443	2006.0	3491
RNU12	150.0	150.0	150
Z93241.1	664.0	664.0	664
CYB5R3	2012.5	2001.0	3938
ATP5MGL	799.0	799.0	799
A4GALT	1419.4285714285713	1956.0	2321
AL049757.1	100.0	100.0	100
RPL5P34	891.0	891.0	891
GOLGA2P4	777.0	777.0	777
AL049757.2	1596.0	1596.0	1596
ARFGAP3	1136.3333333333333	698.5	2728
PACSIN2	1532.1666666666667	1124.5	3251
AL049758.1	397.0	397.0	397
AL022476.1	2083.0	2083.0	2083
TTLL1	1565.75	1671.0	1736
AL022237.1	358.0	358.0	358
BIK	951.0	951.0	951
MCAT	1049.75	841.5	2057
TSPO	778.1666666666666	754.0	1075
TTLL12	1840.25	1669.5	3386
SCUBE1	1942.625	537.0	9795
Z82214.2	531.0	531.0	531
Z82214.1	988.0	988.0	988
Z99756.1	1951.0	1951.0	1951
LINC01639	951.0	951.0	951
MPPED1	1820.6666666666667	1335.5	3657
BX546033.1	1694.0	1694.0	1694
EFCAB6-AS1	2175.5	2175.5	2656
EFCAB6	2019.7	1190.5	5120
Z97055.1	712.0	712.0	712
HMGN2P9	229.0	229.0	229
Z97055.2	1161.0	1161.0	1463
SULT4A1	1953.25	2358.5	2561
PNPLA5	2039.4	2197.0	2540
PNPLA3	1521.4	1480.0	2753
SAMM50	1431.5	1260.5	3248
AL035398.1	322.0	322.0	322
PARVB	1311.0	689.0	5429
AL033543.1	13454.0	13454.0	13454
AL031595.3	14262.0	14262.0	14262
PARVG	1740.1666666666667	979.5	5066
AL031595.1	4709.0	4709.0	4709
AL031595.2	19071.0	19071.0	19071
SHISAL1	6853.0	6853.0	6853
Z85994.1	606.0	606.0	606
Z85994.2	452.0	452.0	452
LINC01656	630.0	630.0	630
MRPS18CP6	223.0	223.0	223
AL023973.1	620.0	620.0	620
RTL6	5419.0	5419.0	5419
KRT18P23	1283.0	1283.0	1283
LINC00207	608.3333333333334	650.5	865
LINC00229	500.0	500.0	500
ANP32BP2	545.0	545.0	545
PRR5	1432.2777777777778	1521.5	2279
PRR5-ARHGAP8	1729.25	1801.5	2043
ARHGAP8	1115.5	750.0	2905
PHF21B	1595.9166666666667	662.0	3976
Z83838.1	882.0	882.0	925
AL079301.1	1633.0	1633.0	1633
NUP50-DT	1526.75	1717.5	2076
Z82243.1	473.0	473.0	473
NUP50	1153.6842105263158	579.0	5151
AL008718.3	321.0	321.0	321
KIAA0930	1586.3125	712.5	8119
MIR1249	66.0	66.0	66
AL008718.2	1313.0	1313.0	1313
AL008718.1	487.0	487.0	487
UPK3A	855.5	855.5	1084
FAM118A	984.5625	676.0	3458
SMC1B	3934.5	3934.5	4233
RIBC2	945.0	702.0	1490
AL021391.1	545.0	545.0	545
FBLN1	1104.3333333333333	585.5	2904
LINC01589	548.0	548.0	548
RNU6-1161P	102.0	102.0	102
Z95331.1	23112.0	23112.0	23112
ATXN10	1077.0833333333333	635.0	3294
MIR4762	75.0	75.0	75
Z84478.1	1219.0	1219.0	1219
BX324167.2	3316.0	3316.0	3316
BX324167.1	757.0	757.0	805
WNT7B	1934.0	2202.0	3948
BX537318.2	4162.0	4162.0	4162
BX537318.1	1207.0	1207.0	1207
LINC00899	2411.6666666666665	2584.0	4158
PRR34	2817.0	2817.0	2817
AL121672.3	468.0	468.0	468
PRR34-AS1	542.6666666666666	464.0	877
MIRLET7BHG	2048.25	1569.5	4560
AL121672.1	1181.0	1181.0	1181
AL121672.2	867.0	867.0	867
MIR3619	83.0	83.0	83
MIRLET7A3	74.0	74.0	74
MIR4763	92.0	92.0	92
MIRLET7B	83.0	83.0	83
PPARA	2319.6666666666665	569.5	9995
FP325332.1	2045.0	2045.0	2045
CDPF1	1203.6666666666667	1464.0	1600
PKDREJ	7681.0	7681.0	7681
TTC38	866.8571428571429	630.0	2566
GTSE1-DT	912.0	912.0	1518
GTSE1	1543.75	1220.5	2983
TRMU	1404.1666666666667	1438.5	2933
CELSR1	3735.6	2446.0	11389
AL031597.1	432.0	432.0	432
AL021392.1	2949.0	2949.0	2949
GRAMD4	1885.2857142857142	669.0	4500
CERK	1800.75	1163.5	4442
AL118516.1	670.0	670.0	670
TBC1D22A	1879.0	1949.0	3934
TBC1D22A-AS1	1266.0	1266.0	1951
FP325331.1	1379.0	1379.0	1380
Z83836.1	1642.0	1642.0	1642
Z82186.1	4364.0	4364.0	4364
LINC01644	724.5	724.5	984
LINC00898	2311.6	1597.0	4185
AL117329.1	1555.611111111111	1407.0	7916
AL117329.2	740.0	740.0	740
FP325330.3	9537.0	9537.0	9537
FP325330.1	372.0	372.0	372
FP325330.2	5630.0	5630.0	5630
BX284656.2	498.0	498.0	498
BX284656.1	668.0	668.0	668
AL008720.1	2516.0	2516.0	2516
MIR3201	52.0	52.0	52
AL008720.2	2525.0	2525.0	2525
Z72006.1	784.0	784.0	784
Z82249.1	568.0	568.0	568
Z84468.2	1604.3333333333333	1932.0	2172
TAFA5	1284.4	897.0	2638
Z84468.1	1695.6666666666667	1408.0	3012
MIR4535	59.0	59.0	59
LINC01310	3875.0	3875.0	4015
AL078622.1	3423.0	3437.0	3805
Z82202.2	988.0	988.0	988
RPL35P8	337.0	337.0	337
Z82202.1	1880.0	1880.0	1880
AC207130.1	2340.0	2340.0	2340
C22orf34	1401.5714285714287	1469.0	2816
AL008636.1	1018.0	1018.0	1018
AL031593.1	865.0	865.0	865
MIR3667	74.0	74.0	74
Z97192.1	3894.0	3894.0	3894
Z97192.2	2379.0	2379.0	2379
Z97192.3	2975.0	2975.0	2975
Z97192.4	1837.0	1837.0	1837
AL023802.1	3775.0	3775.0	3775
RN7SKP252	327.0	327.0	327
RPL5P35	816.0	816.0	816
BRD1	2875.875	3681.5	4997
Z98885.3	1757.0	1757.0	1757
Z98885.1	465.0	465.0	465
Z98885.2	1359.6666666666667	1567.0	1594
AL117328.1	162.0	162.0	162
AL117328.2	265.0	265.0	265
AL117328.3	1940.0	1940.0	1940
ZBED4	6893.0	6893.0	6893
ALG12	2252.3333333333335	753.0	5330
AL671710.1	2349.0	2349.0	2349
CRELD2	1221.2727272727273	1230.0	2622
BX539320.1	877.0	877.0	877
PIM3	1412.5	1412.5	2102
MIR6821	74.0	74.0	74
IL17REL	3584.0	3584.0	3668
TTLL8	1787.3333333333333	2505.0	2549
MLC1	1828.2	758.0	3933
MOV10L1	2319.3	1852.0	3957
AL034546.1	3693.0	3693.0	3693
PANX2	2769.0	2964.0	3052
TRABD	2077.6666666666665	2222.0	2404
AL022328.3	679.0	679.0	679
AL022328.4	1001.0	1001.0	1001
SELENOO	2073.3333333333335	2283.0	2311
AL022328.1	478.0	478.0	478
AL022328.2	640.0	640.0	640
TUBGCP6	3268.25	2888.5	6078
HDAC10	1417.6363636363637	1136.5	2607
MAPK12	2096.0	1785.0	6248
MAPK11	1726.25	1960.5	2418
PLXNB2	2242.1428571428573	1503.5	6409
DENND6B	1956.0	990.0	4891
CR559946.1	531.0	531.0	531
CR559946.2	991.0	991.0	991
PPP6R2	2656.8888888888887	3293.0	4094
SBF1	2548.0	1262.5	8019
ADM2	4244.5	4244.5	4276
MIOX	1321.5	1339.5	1689
LMF2	1478.8333333333333	1096.5	2658
NCAPH2	1325.7	1019.5	3337
SCO2	943.6	992.0	1068
U62317.2	855.0	855.0	855
TYMP	1187.5294117647059	1156.0	2049
ODF3B	838.6666666666666	762.0	1722
U62317.4	794.0	794.0	794
U62317.1	602.0	602.0	602
KLHDC7B	2757.3333333333335	2990.0	5125
SYCE3	402.0	402.0	462
CPT1B	1347.6153846153845	757.0	2662
CHKB-CPT1B	2756.0	2816.0	4906
CHKB	1204.75	1031.0	2114
CHKB-DT	1316.375	873.5	2380
U62317.3	448.0	448.0	448
MAPK8IP2	5648.0	5648.0	5700
ARSA	1770.125	1737.0	4294
AC000050.1	98.0	98.0	98
AC000050.3	239.0	239.0	239
SHANK3	3681.2	3054.5	8090
RNU6-409P	104.0	104.0	104
AC000036.1	2030.0	2030.0	2030
ACR	888.25	847.5	1430
AC002056.2	284.0	284.0	284
AC002056.1	760.0	760.0	760
RPL23AP82	1057.0	857.0	2987
RABL2B	1595.5333333333333	1987.0	2498
FP565260.4	513.0	513.0	513
FP565260.3	1690.2	1162.0	3237
FP565260.5	479.0	479.0	479
GATD3B	782.7272727272727	696.0	1584
FP565260.2	1599.0	1599.0	1599
FP565260.1	1381.25	554.0	4564
FP565260.6	3766.0	3766.0	3898
AC079801.1	388.0	388.0	388
LINC01670	862.3333333333334	936.0	977
CU633967.1	1607.3076923076924	944.0	7628
CU633967.2	101.0	101.0	101
FP236315.2	2456.0	2456.0	2456
FP236315.3	307.0	307.0	307
FP236315.1	457.0	457.0	457
CU639417.1	460.0	460.0	460
CU639417.3	207.0	207.0	207
CU639417.2	1404.0	1404.0	1404
LINC01669	467.8	475.0	713
CU639417.4	476.0	476.0	476
CU639417.5	3127.0	3127.0	3241
SIK1B	2609.0	2609.0	4747
CU633906.7	2391.0	2391.0	2391
CU633906.1	101.0	101.0	101
CU633906.2	1115.2857142857142	757.0	2380
CU633906.6	1023.0	1023.0	1023
CU633906.5	741.0	741.0	741
CU633906.4	1212.4	905.0	2257
CU633906.3	101.0	101.0	101
CBSL	1729.3	2172.5	2656
U2AF1L5	1726.4166666666667	991.0	4715
FP236240.3	373.0	373.0	373
FP236240.2	327.0	327.0	327
FP236240.1	1052.0	1052.0	1052
CRYAA2	793.0	727.5	1116
CU638689.4	1373.0	780.5	5990
CU638689.1	785.5	785.5	897
CU638689.3	1031.0	1031.0	1031
CU638689.2	818.0	818.0	818
CU638689.5	1032.0	1032.0	1032
FP475955.3	1612.0	1612.0	1612
FP475955.1	553.0	553.0	553
MIR8069-1	86.0	86.0	86
FP475955.4	1990.0	1990.0	1990
FP475955.2	458.0	458.0	458
CU634019.6	806.0	803.5	936
CU634019.5	924.0	924.0	924
CU634019.3	593.0	593.0	593
CU634019.2	1212.3333333333333	818.0	2247
CU634019.1	101.0	101.0	101
CTBP2P10	1185.0	1185.0	1185
CU634019.4	2456.0	2456.0	2456
CU633904.3	879.0	879.0	879
CU633904.4	1029.0	1029.0	1029
CU633904.2	1176.142857142857	888.0	2247
CU633904.1	101.0	101.0	101
CTBP2P9	1185.0	1185.0	1185
FP236241.1	101.0	101.0	101
FP236241.2	1739.875	772.5	7632
SMIM11B	1084.0	1021.0	1863
FAM243B	1708.0	1708.0	1708
SMIM34B	1289.3333333333333	1363.0	1455
KCNE1B	1962.5	1980.0	3154
CU633980.1	128.0	128.0	128
FP671120.6	2456.0	2456.0	2456
FP671120.5	2498.0	2498.0	2498
MIR6724-1	92.0	92.0	92
FP671120.1	90.0	90.0	90
MIR3648-1	180.0	180.0	180
FP671120.2	61.0	61.0	61
FP671120.7	923.0	923.0	923
RNA5-8SN2	153.0	153.0	153
FP671120.11	479.0	479.0	479
FP671120.12	331.0	331.0	331
FP671120.10	234.0	234.0	234
FP671120.9	312.0	312.0	312
MIR6724-2	92.0	92.0	92
FP671120.3	90.0	90.0	90
FP671120.8	923.0	923.0	923
FP671120.4	153.0	153.0	153
FP236383.3	1674.5	1669.0	2520
MIR6724-3	92.0	92.0	92
FP236383.1	90.0	90.0	90
FP236383.4	923.0	923.0	923
RNA5-8SN3	153.0	153.0	153
FP236383.13	479.0	479.0	479
FP236383.9	329.0	329.0	329
FP236383.7	234.0	234.0	234
FP236383.12	312.0	312.0	312
MIR6724-4	92.0	92.0	92
FP236383.2	90.0	90.0	90
FP236383.5	923.0	923.0	923
RNA5-8SN1	153.0	153.0	153
FP236383.11	479.0	479.0	479
FP236383.6	333.0	333.0	333
FP236383.8	234.0	234.0	234
FP236383.10	312.0	312.0	312
RPSAP68	438.0	438.0	438
CR381572.2	397.0	397.0	397
CR381572.1	102.0	102.0	102
LINC01666	543.0	543.0	845
CR381670.2	1154.0	1154.0	1154
SNX18P10	519.0	519.0	519
MTCO1P1	1081.0	1081.0	1081
CR381670.1	1693.0	1693.0	1693
MIR3648-2	180.0	180.0	180
CR392039.1	61.0	61.0	61
CR392039.4	227.0	227.0	227
CR392039.3	509.0	509.0	509
CR392039.5	510.0	510.0	510
TEKT4P2	1455.5	1455.5	1599
SOWAHCP2	501.0	501.0	501
CR392039.2	204.0	204.0	204
CR381653.1	508.57142857142856	577.0	812
SNX18P12	759.0	759.0	759
CR381653.2	768.0	768.0	768
AC124864.3	555.5	555.5	925
AC124864.2	392.0	392.0	392
AC124864.4	869.0	869.0	869
AC124864.1	176.0	176.0	176
LINC01667	1047.3333333333333	1261.5	1548
AC018692.3	348.0	348.0	348
RN7SL52P	284.0	284.0	284
AC018692.1	95.0	95.0	95
AC018692.2	686.5	686.5	697
CR382285.1	1016.0	1016.0	1485
CR382285.2	1495.0	1495.0	1495
CR382287.2	1942.0	1942.0	1942
CR382287.1	586.0	586.0	586
AP003900.1	967.3333333333334	859.0	1818
EIF3FP1	806.0	806.0	806
VN1R7P	903.0	903.0	903
AF254983.2	135.0	135.0	135
BAGE2	1990.3333333333333	1891.0	2598
AF254983.1	3336.0	3336.0	3336
TPTE	1871.4	2036.0	2542
CYCSP41	296.0	296.0	296
SLC25A15P4	289.0	289.0	289
AF254982.1	311.0	311.0	311
IGHV1OR21-1	353.0	353.0	353
AP001464.1	323.0	323.0	323
ANKRD30BP2	1722.25	1482.0	3260
RNU6-614P	107.0	107.0	107
ZNF355P	3216.0	3216.0	3216
